beginline,endline,begincolumn,endcolumn,rule,ruleset,package,class,externalInfoUrl,priority,violation_Text,file_Id
"257","257","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"257","257","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"268","268","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"268","268","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"277","277","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"277","277","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"286","286","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"286","286","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"304","304","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"304","304","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"313","313","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"313","313","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"323","323","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"323","323","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"330","330","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"330","330","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"336","336","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"336","336","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"348","348","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"348","348","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"365","365","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"365","365","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"400","400","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"400","400","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"405","405","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"405","405","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"413","413","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"414","414","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"415","415","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"415","415","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"416","416","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"417","417","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"417","417","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"418","418","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"447","447","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"447","447","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"478","478","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"479","479","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"480","480","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.lexicon","LexiconFactory","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",42
"45","45","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"45","45","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"46","48","0","0","EmptyIfStmt","Basic Velocity","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-vm/rules/vm/basic.html#EmptyIfStmt","2","\nAvoid empty if statements\n",43
"49","49","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"49","49","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"51","51","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"51","51","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"53","53","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"53","53","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",43
"74","74","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","Alternation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",43
"39","39","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"39","39","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"40","42","0","0","EmptyIfStmt","Basic Velocity","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-vm/rules/vm/basic.html#EmptyIfStmt","2","\nAvoid empty if statements\n",44
"43","43","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"43","43","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"45","45","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"45","45","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"47","47","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"47","47","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",44
"68","68","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","BeginOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",44
"106","106","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"106","106","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"107","109","0","0","EmptyIfStmt","Basic Velocity","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-vm/rules/vm/basic.html#EmptyIfStmt","2","\nAvoid empty if statements\n",45
"110","110","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"110","110","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"112","112","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"112","112","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"114","114","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"114","114","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",45
"135","135","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","CharacterClass","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",45
"113","113","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","CharacterInterval","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",46
"87","87","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","CharacterSet","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",47
"105","105","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterSet","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",47
"105","105","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterSet","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",47
"70","70","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"70","70","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"71","73","0","0","EmptyIfStmt","Basic Velocity","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-vm/rules/vm/basic.html#EmptyIfStmt","2","\nAvoid empty if statements\n",48
"74","74","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"74","74","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"76","76","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"76","76","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"78","78","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"78","78","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"99","99","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",48
"120","120","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"120","120","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","CharacterString","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",48
"38","38","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"38","38","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"39","41","0","0","EmptyIfStmt","Basic Velocity","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-vm/rules/vm/basic.html#EmptyIfStmt","2","\nAvoid empty if statements\n",49
"42","42","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"42","42","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"44","44","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"44","44","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"46","46","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"46","46","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",49
"67","67","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","Concatenation","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",49
"37","37","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"37","37","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"38","40","0","0","EmptyIfStmt","Basic Velocity","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-vm/rules/vm/basic.html#EmptyIfStmt","2","\nAvoid empty if statements\n",50
"41","41","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"41","41","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"43","43","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"43","43","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"45","45","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"45","45","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",50
"66","66","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","EndOfLine","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",50
"43","43","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"43","43","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"44","46","0","0","EmptyIfStmt","Basic Velocity","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-vm/rules/vm/basic.html#EmptyIfStmt","2","\nAvoid empty if statements\n",51
"47","47","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"47","47","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"49","49","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"49","49","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"51","51","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"51","51","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",51
"72","72","0","0","ProperCloneImplementation","Clone Implementation","net.sourceforge.chaperon.model.pattern","PatternGroup","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/clone.html#ProperCloneImplementation","2","\nObject clone() should be implemented with super.clone()\n",51
"37","37","0","0","UselessParentheses","Unnecessary","net.sourceforge.chaperon.model.pattern","UniversalCharacter","http://pmd.sourceforge.net/pmd-5.3.2/pmd-java/rules/java/unnecessary.html#UselessParentheses","4","\nUseless parentheses.\n",52
